DelaerID	Type	Stock	Vin	Year	Make	Model	Body	Trim	ExteriorColor	InteriorColor	EngineCylinder	EngineDisplacement	Transmission	Miles	Certified	DateONStock	Options 
AABvM	USED	6702B	1FTRX18L51NB82709	2001	FORD	F-150 	SUPER CAB PICKUP	4X4	GREEN	TAN	8 CYL.	5.4	BS	98045	FALSE	1/9/2007 5:19:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,SPLIT FRONT BENCH SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,BUG SHIELD,INTERVAL WIPERS,FOG LIGHTS,FOLD DOWN REAR SEAT,POWER MIRRORS,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,CHROME BUMPER,STEP BUMPER,FOLD OUT REAR WINDOWS,SLIDING REAR WINDOW,PASSENGER AIR BAG ON/OFF SWITCH,4 DOORS,TOWING PKG,,
AABvM	USED	E6744A	1FTYR44U12TA21454	2002	FORD	RANGER 	SUPER CAB PICKUP	XLT	TAN	TAN	6 CYL.	3.0	BS	100744	FALSE	12/11/2006 7:22:00 PM	POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,CASSETTE PLAYER,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,SPLIT FRONT BENCH SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,CHROME WHEELS,INTERVAL WIPERS,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,CHROME BUMPER,BED LINER,STEP BUMPER,TONNEAU COVER,SLIDING REAR WINDOW,PASSENGER AIR BAG ON/OFF SWITCH,4 DOORS,,,,,
AABvM	USED	6736A	1G1AL15F167615728	2006	CHEVROLET	COBA 	2 DR COUPE	LT	ORANGE	GRAY	4 CYL.	2.2	BR	29690	FALSE	12/5/2006 7:12:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,
AABvM	USED	6735A	1G1AL15FX67654446	2006	CHEVROLET	COBA 	2 DR COUPE	LT	BLACK	BLACK	4 CYL.	2.2	BR	27582	FALSE	12/5/2006 7:12:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,
AABvM	USED	6750A	1G1AL55F067654656	2006	CHEVROLET	COBA 	4 DR SEDAN	LT	ORANGE	GRAY	4 CYL.	2.2	BR	27747	FALSE	12/19/2006 9:05:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,
AABvM	USED	6749A	1G1AL55F167683552	2006	CHEVROLET	COBA 	4 DR SEDAN	LT	SILVER	GRAY	4 CYL.	2.2	BR	27337	FALSE	12/19/2006 9:05:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,
AABvM	USED	6742A	1G1JC52F557101830	2005	CHEVROLET	CAVALIER	4 DR SEDAN		BEIGE	BEIGE	4 CYL.	2.2	BR	34178	FALSE	12/12/2006 4:28:00 PM	POWER STEERING,POWER BRAKES,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,CLOCK,INTERVAL WIPERS,REAR DEFROSTER,FOLD DOWN REAR SEAT,DUAL SPORT MIRRORS,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,,,,,,,,
AABvM	USED	6683B	1G1JF54F637329871	2003	CHEVROLET	CAVALIER 	4 DR SEDAN	LS	SILVER	GRAY	4 CYL.	2.2	BR	54133	TRUE	1/3/2007 6:44:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,CASSETTE PLAYER,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,SECURITY SYSTEM,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,SIDE AIR BAG(S),FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,
AABvM	USED	6723B	1G1JH12F827461115	2002	CHEVROLET	CAVALIER 	2 DR COUPE	LS SPORT	YELLOW	GRAY	4 CYL.	2.2	BR	62232	FALSE	12/12/2006 4:28:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,CASSETTE PLAYER,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,SECURITY SYSTEM,CONSOLE,CARPETING,ALLOY WHEELS,POWER SUNROOF,SUNROOF COVER,REAR SPOILER,CLOCK,INTERVAL WIPERS,REAR DEFROSTER,FOG LIGHTS,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,
AABvM	USED	6655A	1G1NE52J02M594684	2002	CHEVROLET	MALIBU 	4 DR SEDAN	LS	GREEN	GRAY	6 CYL.	3.1	BR	59055	FALSE	8/29/2006 6:55:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,DRIVER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,SECURITY SYSTEM,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOG LIGHTS,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,
AABvM	USED	6730A	1G1NE52J13M623210	2003	CHEVROLET	MALIBU 	4 DR SEDAN	LS	GREEN	TAN	6 CYL.	3.1	BR	34405	TRUE	11/28/2006 9:36:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,FRONT BUCKET SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,POWER SUNROOF,SUNROOF COVER,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOG LIGHTS,FOLD DOWN REAR SEAT,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,
AABvM	USED	6683A	1G1ZT51876F123860	2006	CHEVROLET	MALIBU 	4 DR SEDAN	LT	RED	GRAY	6 CYL.	3.5	BR	28646	FALSE	9/26/2006 6:29:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOLD DOWN REAR SEAT,POWER MIRRORS,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,
AABvM	USED	6681A	1G1ZT54835F135224	2005	CHEVROLET	MALIBU 	4 DR SEDAN	LS	WHITE	GRAY	6 CYL.	3.5	BR	21603	FALSE	9/26/2006 6:29:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,SIDE AIR BAG(S),AUTO HEADLAMP ON/OFF-DELAY,POWER ADJUSTABLE PEDALS,FOLD DOWN REAR SEAT,POWER MIRRORS,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,
AABvM	USED	6677A	1G2MB33B66Y100595	2006	PONTIAC	SOLSTICE	CONVERTIBLE		BLACK	TAN / GRAY	4 CYL.	2.4	BP	4138	FALSE	9/26/2006 6:29:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,AUTO HEADLAMP ON/OFF-DELAY,FOG LIGHTS,POWER MIRRORS,KEYLESS ENTRY,CUP HOLDERS,POWER CONVERTIBLE TOP,,,,,,,,,
AABvM	USED	6715A	1G2MB33B66Y109667	2006	PONTIAC	SOLSTICE	CONVERTIBLE		BLUE	GRAY	4 CYL.	2.4	BP	1118	FALSE	11/14/2006 6:26:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TACHOMETER,AIR CONDITIONING,TILT STEERING WHEEL,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,CLOCK,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,FOG LIGHTS,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,,,,,,,,
AABvM	USED	E6G8B	1G2NW52T4WC702097	1998	PONTIAC	GRAND AM GT	4 DR SEDAN		BLACK	TAN	4 CYL.	2.4	BS	120324	FALSE	1/10/2007 3:53:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,FOG LIGHTS,POWER MIRRORS,DUAL EXHAUST,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,
AABvM	USED	E5P1B	1G2WJ12M1SF209605	1995	PONTIAC	GRAND PRIX 	2 DR COUPE	SE	RED	GRAY	V-6	3.1	BR	146802	FALSE	10/24/2006 6:14:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,FOG LIGHTS,POWER MIRRORS,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,,,,,
AABvM	USED	E6N276B	1G2WJ52KXWF335585	1998	PONTIAC	GRAND PRIX 	4 DR SEDAN	SE	BRONZE	GRAY	V-6	3.8	BR	104331	FALSE	1/10/2007 3:53:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,POWER MIRRORS,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,
AABvM	USED	E7P20A	1G2WP12K8YF277440	2000	PONTIAC	GRAND PRIX 	2 DR COUPE	GT	WHITE	TAN	V-6	3.8	BR	101317	FALSE	9/26/2006	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,POWER SUNROOF,SUNROOF COVER,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,FOG LIGHTS,POWER MIRRORS,DUAL EXHAUST,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,TRIP COMPUTER,,,
AABvM	USED	E7N53A	1G2WP52K0YF115227	2000	PONTIAC	GRAND PRIX 	4 DR SEDAN	GT	SILVER	GRAY	V-6	3.8	BR	88708	FALSE	1/3/2007	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,POWER SUNROOF,SUNROOF COVER,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,FOG LIGHTS,FOLD DOWN REAR SEAT,POWER MIRRORS,DUAL EXHAUST,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,,,
AABvM	USED	6679A	1G2ZH358964249015	2006	PONTIAC	G6 	CONVERTIBLE	GT	BLUE	TAN	6 CYL.	3.5	BR	4513	FALSE	9/26/2006 6:29:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,AUTO HEADLAMP ON/OFF-DELAY,POWER ADJUSTABLE PEDALS,FOG LIGHTS,HEATED SEAT(S),POWER MIRRORS,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,POWER CONVERTIBLE TOP,,,
AABvM	USED	6706A	1G2ZM361164259079	2006	PONTIAC	G6 	CONVERTIBLE	GTP	RED	TAN	6 CYL.	3.9	BR	6826	FALSE	10/24/2006 6:14:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,FRONT BUCKET SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,SIDE AIR BAG(S),AUTO HEADLAMP ON/OFF-DELAY,FOG LIGHTS,HEATED SEAT(S),POWER MIRRORS,DUAL EXHAUST,TRACTION CONTROL SYSTEM,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,
AABvM	USED	E7G13B	1G3NL52E3YC307630	2000	OLDSMOBILE	ALERO GL	4 DR SEDAN		BLACK	GRAY	6 CYL.	3.4	BR	83183	FALSE	12/19/2006 9:05:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,FRONT BUCKET SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,REAR SPOILER,INTERVAL WIPERS,REAR DEFROSTER,FOG LIGHTS,FOLD DOWN REAR SEAT,POWER MIRRORS,TRACTION CONTROL SYSTEM,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,
AABvM	USED	E6566B	1G4BN5371NR412605	1992	BUICK	ROADMASTER	4 DR SEDAN		WHITE	GRAY	V-8	5.7	BS	75716	FALSE	9/26/2006 6:29:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,CASSETTE PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,SPLIT FRONT BENCH SEATS,VELOUR UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,,,
AABvM	USED	7N122A	1G4CW52K6X4638940	1999	BUICK	PARK AVENUE	4 DR SEDAN		SILVER	GRAY	V-6	3.8	BS	70581	FALSE	1/23/2007 4:24:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,CASSETTE PLAYER,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,SPLIT FRONT BENCH SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,MEMORY SEAT(S),HEATED SEAT(S),POWER LUMBAR SEAT(S),POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,TRIP COMPUTER,
AABvM	USED	E6B146B2	1G4CW52K7SH638561	1995	BUICK	PARK AVENUE	4 DR SEDAN		MAROON	MAROON	V-6	3.8	BS	122750	FALSE	11/13/2006 6:17:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,CASSETTE PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,SPLIT FRONT BENCH SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,COURTESY LIGHTS,,,,,,,,,
AABvM	USED	E6726B	1G4CW52K7TH600815	1996	BUICK	PARK AVENUE	4 DR SEDAN		RED	BROWN	V-6	3.8	BS	84855	FALSE	11/27/2006 5:03:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,CASSETTE PLAYER,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,PASSENGER SIDE AIR BAG,STEERING WHEEL RADIO CONTROLS,SPLIT FRONT BENCH SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,MEMORY SEAT(S),POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,
AABvM	USED	E6495C	1G4CW52K8W4646682	1998	BUICK	PARK AVENUE	4 DR SEDAN		SILVER	GRAY	V-6	3.8	BS	90864	FALSE	6/20/2006 10:14:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,CASSETTE PLAYER,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,TILT STEERING WHEEL,CRUISE CONTROL,ANTI-LOCK BRAKES,STEERING WHEEL RADIO CONTROLS,SPLIT FRONT BENCH SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,CLOCK,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,COMPASS,MEMORY SEAT(S),POWER MIRRORS,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,TRIP COMPUTER,,,
AABvM	USED	E7P21B	1G4CW52KXV4642065	1997	BUICK	PARK AVENUE	4 DR SEDAN		RED	TAN	V-6	3.8	BS	128299	FALSE	1/10/2007 3:53:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,CASSETTE PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,STEERING WHEEL RADIO CONTROLS,SPLIT FRONT BENCH SEATS,LEATHER UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,MEMORY SEAT(S),HEATED SEAT(S),POWER LUMBAR SEAT(S),POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,
AABvM	USED	E6N300D	1G4GD2210S4703352	1995	BUICK	RIVIERA	2 DR COUPE		BURGANDY	BURGANDY	V-6	3.8	BS	96934	FALSE	11/21/2006 8:31:00 PM	POWER STEERING,POWER BRAKES,POWER DOOR LOCKS,POWER WINDOWS,POWER DRIVER'S SEAT,POWER PASSENGER SEAT,AM/FM STEREO RADIO,COMPACT DISC PLAYER,TRIP ODOMETER,TACHOMETER,AIR CONDITIONING,CRUISE CONTROL,ANTI-LOCK BRAKES,DRIVER SIDE AIR BAG,SPLIT FRONT BENCH SEATS,CLOTH UPHOLSTERY,CONSOLE,CARPETING,ALLOY WHEELS,INTERVAL WIPERS,REAR DEFROSTER,AUTO HEADLAMP ON/OFF-DELAY,POWER MIRRORS,KEYLESS ENTRY,CENTER ARM REST,CUP HOLDERS,COURTESY LIGHTS,,,,,,,,
