LotId,ExternalDealerId,Vin,StockNumber,Year,Make,Model,InternetPrice,ListPrice,InvoicePrice,ExteriorColor,InteriorColor,Transmission,Trim,Engine,Odometer,Cylinder,EngineFuelType,ModelNumber,BodyStyle,PhotoURL,Options,NewUsed
19009,329,1GNDT13S522286728,2286728,2002,Chevrolet,TrailBlazer,10794,0,0,SILVER,,A,LS,Gas I6,71157,,,T,4dr 4WD LS,"http://images.webmakerx.net/InventoryPhotos/1GND/T13S/522/1GNDT13S522286728/1GNDT13S522286728_1(1).jpg",Air Conditioning; Driver Side Air Bag; Luggage Rack; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19010,329,JS3TX92V224125150,P4125150,2002,Suzuki,XL-7,6726,0,0,GREEN,,A,Standard,Gas V6,101586,,,T,4dr Standard Manual 4WD,"http://images.webmakerx.net/InventoryPhotos/JS3T/X92V/224/JS3TX92V224125150/JS3TX92V224125150_1(2).jpg",,U
19009,329,4S3BH675837655962,P7655962,2003,Subaru,Legacy Wagon,10922,0,0,WHITE,,A,Outback,Gas Flat 4 Cyl,87270,,,P,5dr Outback Manual,"http://images.webmakerx.net/InventoryPhotos/4S3B/H675/837/4S3BH675837655962/4S3BH675837655962_1(2).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19010,329,JTKKT624950082877,0082877,2005,Scion,xA,9947,0,0,GRAY,,M,Basic,Gas I4,50311,,,P,4dr Sdn Manual ,"http://images.webmakerx.net/InventoryPhotos/JTKK/T624/950/JTKKT624950082877/JTKKT624950082877_1(1).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
6920,329,2HKYF18534H592283,H592283,2004,Honda,Pilot,18964,0,0,WHITE,,A,EX,Gas V6,58364,,,T,4WD EX Auto w/Leather,"http://images.webmakerx.net/InventoryPhotos/2HKY/F185/34H/2HKYF18534H592283/2HKYF18534H592283_1(1).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19009,329,1G2ZG58N874133323,P4133323,2007,Pontiac,G6,14849,0,0,RED,,A,G6,Gas 4-Cyl,22059,,,P,4dr Sdn G6,"http://images.webmakerx.net/InventoryPhotos/1G2Z/G58N/874/1G2ZG58N874133323/1G2ZG58N874133323_1(2).jpg",,U
5291,1058,1FBNE31L17DA62466,MP2343,2007,Ford,Econoline Wagon,0,0,0,WHITE,GRAY,Automatic,XL,Gas V8,23299,8,,,E-350 Super XL,"http://images.webmakerx.net/InventoryPhotos/1FBN/E31L/17D/1FBNE31L17DA62466/1FBNE31L17DA62466_1.jpg",Air Conditioning; Am/Fm Stereo; Cruise Control; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Rear Ac; Rear Wheel Drive; Traction Control; Driver Air Bag; Intermittent Wipers; Compact Disc; 4-wheel Abs; 4-wheel Disc Brakes; Adjustable Steering Wheel; Auxiliary Pwr Outlet; Fourth Passenger Door; Third Passenger Door; Solar Tinted Glass; Sealed-beam Halogen Headlights; Electronic Stability Control; Courtesy Light Switches For All Doors; Front Height Adjustable 3-point Safety Belts; Front Inboard Armrest,U
5291,1058,1FTPW14546FA04633,MU2345,2006,Ford,F-150,0,0,0,WHITE,TAN,Automatic,XLT,Gas V8,19647,8,,,SuperCrew 139" XLT 4WD,,Am/Fm Stereo; Cd Changer; Cloth Upholstery; Cruise Control; Four Wheel Drive; Full Size Spare Tire; Over Head Console; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Seat; Power Steering; Power Windows; Driver Air Bag; Front Tow Hooks; Compact Disc; A/C; 4-wheel Abs; 4-wheel Disc Brakes; Adjustable Steering Wheel; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Vanity Mirror; Fourth Passenger Door; Passenger Vanity Mirror; Third Passenger Door; Vehicle Anti-theft System; 30 Gallon Fuel Tank; Display Center-inc: Warning Messages & Text Functions; 3-point Safety Belts At All Rear Seat Positions; Auto Lock Safety Belt Feature For Child Seats; Outside Temp Gauge & Compass; 2-ton Jack; Tailgate Removable W/Key Lock & Lift Assist; 6900# GVWR 1430# Maximum Payload,U
5291,1058,1GNDU03E34D219876,MU2346,2004,Chevrolet,Venture,0,0,0,SILVER,GRAY,Automatic,Plus,Gas V6,69096,6,,,Reg WB Plus,,Am/Fm Stereo; Cruise Control; Front Wheel Drive; Over Head Console; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Driver Air Bag; Compact Disc; Compact Spare Tire; Child Safety Locks; A/C; 4-speed A/T; Adjustable Steering Wheel; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Vanity Mirror; Front Disc/Rear Drum Brakes; Gasoline Fuel; Passenger Vanity Mirror; V6 Cylinder Engine; Exhaust Stainless-steel; Antenna Fixed-mast; Steering Wheel Urethane; Console Floor; Console Overhead Short; Lighting Interior Roof Rail Courtesy,U
5812,327,3GNFK16Z35G138030,G138030,2005,Chevrolet,Suburban,21850,0,0,DARK GREY,,Automatic,LS,Gas V8,80690,,,,4dr 1500 4WD LS,"http://images.webmakerx.net/InventoryPhotos/3GNF/K16Z/35G/3GNFK16Z35G138030/3GNFK16Z35G138030_1.jpg",,U
5812,327,1GKDT13S222181979,2181979,2002,GMC,Envoy,12850,0,0,WHITE,,,SLE,Gas I6,91002,,,,4dr 4WD SLE,"http://images.webmakerx.net/InventoryPhotos/1GKD/T13S/222/1GKDT13S222181979/1GKDT13S222181979_1.jpg",,U
5812,327,2CNDL63F456002677,6002677,2005,Chevrolet,Equinox,15450,0,0,BLUE,,,LT,Gas V6,51167,,,,4dr 2WD LT,"http://images.webmakerx.net/InventoryPhotos/2CND/L63F/456/2CNDL63F456002677/2CNDL63F456002677_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19009,329,1FMCU93144KB11506,PKB11506,2004,Ford,Escape,11730,0,0,GREEN,,,XLT,Gas V6,76992,,,T,4dr 103" WB XLT 4WD,,,U
1090,399,1GTEC19T7YZ365055,002184,2000,GMC,New Sierra 1500,12399,0,0,Met. Red,,Automatic,SLE,Gas V8,85501,,,,3dr Ext Cab 143.5" WB SLE,"http://images.webmakerx.net/InventoryPhotos/1GTE/C19T/7YZ/1GTEC19T7YZ365055/1GTEC19T7YZ365055_1.jpg",Abs (4-wheel); Air Conditioning; Am/Fm Stereo; Bed Liner; Cruise Control; Dual Front Air Bags; Power Door Locks; Power Steering; Power Windows; Premium Wheels; Single Compact Disc; Slt; Tilt Wheel; Towing Pkg; Fourth Door; 2wd,U
6920,329,2HKYF18655H537408,H537408,2005,Honda,Pilot,21951,0,0,GRAY,,A,EXL with RES,Gas V6,45419,,,T,EXL AT with RES,"http://images.webmakerx.net/InventoryPhotos/2HKY/F186/55H/2HKYF18655H537408/2HKYF18655H537408_1(1).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19003,327,1GNDV23E35D146325,PD146325,2005,Chevrolet,Venture,13450,0,0,GOLD,,Automatic,LS,Gas V6,48669,,,,Ext WB LS,"http://images.webmakerx.net/InventoryPhotos/1GND/V23E/35D/1GNDV23E35D146325/1GNDV23E35D146325_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Luggage Rack; Passenger Side Air Bag; Power Locks; Power Steering; Tilt Wheel,U
5812,327,1GNES16S636117170,P6117170,2003,Chevrolet,TrailBlazer,11850,0,0,GRAY,,,EXT LS,Gas I6,73929,,,,4dr 2WD EXT LS,"http://images.webmakerx.net/InventoryPhotos/1GNE/S16S/636/1GNES16S636117170/1GNES16S636117170_1.jpg",,U
19003,327,WMWRE33434TD83817,PTD83817,2004,MINI,Cooper,17850,0,0,BLACK,,Manual,S,Gas 4-Cyl,47690,,,,2dr Cpe S,"http://images.webmakerx.net/InventoryPhotos/WMWR/E334/34T/WMWRE33434TD83817/WMWRE33434TD83817_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Windows; Traction Control,U
19003,327,2G1WT58N579236067,P9236067,2007,Chevrolet,Impala,15850,0,0,WHITE,,Automatic,3.5L LT,Gas/Ethanol V6,30496,,,,4dr Sdn 3.5L LT,"http://images.webmakerx.net/InventoryPhotos/2G1W/T58N/579/2G1WT58N579236067/2G1WT58N579236067_1.jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19010,329,1GMDX03E0YD302697,D302697,2000,Pontiac,Montana,5934,0,0,GRAY,,A,Basic,Gas V6,77858,,,T,4dr Ext WB,"http://images.webmakerx.net/InventoryPhotos/1GMD/X03E/0YD/1GMDX03E0YD302697/1GMDX03E0YD302697_1.jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Tilt Wheel,U
19010,329,1C3EL56T05N520595,N520595,2005,Chrysler,Sebring Sdn,8740,0,0,GRAY,,A,Touring,Gas V6,81230,,,P,4dr Touring,"http://images.webmakerx.net/InventoryPhotos/1C3E/L56T/05N/1C3EL56T05N520595/1C3EL56T05N520595_1.jpg",,U
19009,329,JTEHP21A070198280,P0198280,2007,Toyota,Highlander,24240,0,0,SILVER,,,Basic,Gas V6,28376,,,T,4WD 4dr V6 ,"http://images.webmakerx.net/InventoryPhotos/JTEH/P21A/070/JTEHP21A070198280/JTEHP21A070198280_1.jpg",,U
5291,1058,1GTEC19T85Z290183,MT7449A,2005,GMC,Sierra 1500,0,0,0,BLACK,BLACK,Automatic,SLE,Gas V8,30034,8,,,Ext Cab 143.5" WB SLE,"http://images.webmakerx.net/InventoryPhotos/1GTE/C19T/85Z/1GTEC19T85Z290183/1GTEC19T85Z290183_1.jpg",Alarm; Am/Fm Stereo; Bed Liner; Cloth Upholstery; Cruise Control; Daytime Running Lights; Fog Lamps; Keyless Entry; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Rear Wheel Drive; Trip Computer; Driver Air Bag; Intermittent Wipers; Front Tow Hooks; Compact Disc; Leather Wrapped Steering Wheel; Passenger Air Bag On/Off Switch; 4-speed A/T; 4-wheel Abs; Adjustable Steering Wheel; Auto-on Headlights; Front Disc/Rear Drum Brakes; Pass-through Rear Seat; Passenger Vanity Mirror; Vehicle Anti-theft System; Dual Zone Air Conditioning; Transmission Overdrive Switch; Air Dam Gray; Exhaust Aluminized Stainless-steel Muffler And Tailpipe; Windows Rear Quarter Swing-out (standard With Extended Cab Models Only),U
1090,399,2GCEC19T731180005,002111,2003,Chevrolet,Silverado 1500,13599,0,0,Pewter,,Automatic,LS,Gas V6,74229,,,,Ext Cab 143.5" WB LS,"http://images.webmakerx.net/InventoryPhotos/2GCE/C19T/731/2GCEC19T731180005/2GCEC19T731180005_1.jpg",Abs (4-wheel); Air Conditioning; Alloy Wheels; Am/Fm Stereo; Bed Liner; Cassette; Cruise Control; Dual Front Air Bags; Ls; Pickup Shell/Cap; Power Door Locks; Power Steering; Power Windows; Privacy Glass; Single Compact Disc; Tilt Wheel; Towing Pkg; 2wd,U
6920,329,2HKYF18764H573213,PH573213,2004,Honda,Pilot,22730,0,0,BLACK,,A,EX,Gas V6,57070,,,T,4WD EX Auto w/Leather/Nav,"http://images.webmakerx.net/InventoryPhotos/2HKY/F187/64H/2HKYF18764H573213/2HKYF18764H573213_1.jpg",,U
19010,329,6MMAP37P2WT000079,T000079,1998,Mitsubishi,Diamante,4740,0,0,BEIGE,,A,ES,Gas V6,107171,,,P,4dr Luxury Sdn ES,"http://images.webmakerx.net/InventoryPhotos/6MMA/P37P/2WT/6MMAP37P2WT000079/6MMAP37P2WT000079_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
16730,327,1G1ZT51F26F274961,PF274961,2006,Chevrolet,Malibu,12450,0,0,BLUE,,,LT w/0LT,Gas 4-Cyl,42143,,,,4dr Sdn LT w/0LT,"http://images.webmakerx.net/InventoryPhotos/1G1Z/T51F/26F/1G1ZT51F26F274961/1G1ZT51F26F274961_1.jpg",,U
19009,329,1FAFP44664F207173,7536116,2004,Ford,Mustang,11872,0,0,SILVER,,A,Deluxe,Gas V6,55408,,,P,2dr Conv Deluxe,"http://images.webmakerx.net/InventoryPhotos/1FAF/P446/64F/1FAFP44664F207173/1FAFP44664F207173_1.jpg",Air Conditioning; Cruise Control; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel,U
5291,1058,1GMDX03E33D267792,MU2351,2003,Pontiac,Montana,0,0,0,BURG,TAN,Automatic,w/1SV Pkg,Gas V6,53507,6,,,4dr Ext WB w/1SV Pkg,"http://images.webmakerx.net/InventoryPhotos/1GMD/X03E/33D/1GMDX03E33D267792/1GMDX03E33D267792_1.jpg",Am/Fm Stereo; Cruise Control; Daytime Running Lights; Fog Lamps; Front Wheel Drive; Heated Mirrors; Keyless Entry; Luggage Rack; Over Head Console; Passenger Air Bag; Power Door Locks; Power Driver Seat; Power Mirrors; Power Seat; Power Steering; Power Windows; Privacy Glass; Rear Defrost; Driver Air Bag; Steering Wheel Controls; Compact Disc; Compact Spare Tire; Leather Wrapped Steering Wheel; Child Safety Locks; Entertainment System; A/C; 4-speed A/T; 4-wheel Abs; Adjustable Steering Wheel; Auto-on Headlights; Auxiliary Pwr Outlet; Front Disc/Rear Drum Brakes; Gasoline Fuel; Side Air Bag; Heated Exterior Passenger Mirror; V6 Cylinder Engine; Exhaust Stainless-steel; Antenna Fixed-mast; Tether Anchors Rear Top & Lower For Child Safety Seat Latch Anchorage System; Console Overhead Extended; Fuel Capacity Approximate 25 Gallon (95 Liters); Wiper Rear Intermittent,U
5291,1058,4A3AA46G31E114802,MU2350,2001,Mitsubishi,Galant,0,0,0,GOLD,TAN,Automatic,ES,Gas I4,71872,4,,,4dr Sdn ES,"http://images.webmakerx.net/InventoryPhotos/4A3A/A46G/31E/4A3AA46G31E114802/4A3AA46G31E114802_1(1).jpg",Am/Fm Stereo; Cloth Seats; Cruise Control; Fog Lamps; Front Wheel Drive; Keyless Entry; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Rear Defrost; Driver Air Bag; Compact Disc; Compact Spare Tire; Child Safety Locks; 4 Cylinder Engine; A/C; 4-speed A/T; Adjustable Steering Wheel; Auto-off Headlights; Driver Illuminated Vanity Mirror; Front Disc/Rear Drum Brakes; Gasoline Fuel; Stainless Steel Exhaust System; Latch System For Child Safety Seats; Passenger Illuminated Visor Mirror; Variable Speed Intermittent Wipers; Glass-mounted Antenna; Solar Tinted Glass W/Upper Windshield Shade Band; 16~3 Gallon Fuel Tank; Center Console-Inc: Armrest Storage,U
19009,329,3VWBK31C74M406449,M406449,2004,Volkswagen,New Beetle Coupe,11740,0,0,BLUE,,A,GL,Gas I4,44914,,,P,2dr Cpe GL Manual,"http://images.webmakerx.net/InventoryPhotos/3VWB/K31C/74M/3VWBK31C74M406449/3VWBK31C74M406449_1.jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Tilt Wheel,U
19009,329,1GCDS136348138995,8138995,2004,Chevrolet,Colorado,13840,0,0,BLUE,,A,1SB LS Z85,Gas I4,47886,,,T,Crew Cab 126.0" WB 1SB LS Z85,"http://images.webmakerx.net/InventoryPhotos/1GCD/S136/348/1GCDS136348138995/1GCDS136348138995_1.jpg",,U
16730,327,2G1WH52K059393843,P9393843,2005,Chevrolet,Impala,14850,0,0,WHITE,,Automatic,LS,Gas V6,40315,,,,4dr Sdn LS,"http://images.webmakerx.net/InventoryPhotos/2G1W/H52K/059/2G1WH52K059393843/2G1WH52K059393843_1.jpg",Air Conditioning; Climate Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19010,329,4A3AE55H71E001424,E001424,2001,Mitsubishi,Eclipse,9940,0,0,SILVER,,,Spyder GT,Gas V6,92452,,,P,2dr Conv Spyder GT Manual,"http://images.webmakerx.net/InventoryPhotos/4A3A/E55H/71E/4A3AE55H71E001424/4A3AE55H71E001424_1.jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Tilt Wheel,U
6920,329,5FNRL18814B085842,PB085842,2004,Honda,Odyssey,18730,0,0,GRAY,,A,EX-RES,Gas V6,43334,,,T,5dr EX-RES w/DVD,"http://images.webmakerx.net/InventoryPhotos/5FNR/L188/14B/5FNRL18814B085842/5FNRL18814B085842_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Privacy Glass; Rear Air Conditioning; Tilt Wheel; Traction Control,U
19010,329,1GNDX13E61D223817,D223817,2001,Chevrolet,Venture,7940,0,0,MAROON,,A,LT 1SD Pkg w/ABD or ABE,Gas V6,97358,,,T,4dr Ext WB LT 1SD Pkg w/ABD or ABE,"http://images.webmakerx.net/InventoryPhotos/1GND/X13E/61D/1GNDX13E61D223817/1GNDX13E61D223817_1.jpg",,U
6920,329,5FNYF18525B001327,PB001327,2005,Honda,Pilot,22940,0,0,BLACK,,A,EXL,Gas V6,48539,,,T,EXL AT,"http://images.webmakerx.net/InventoryPhotos/5FNY/F185/25B/5FNYF18525B001327/5FNYF18525B001327_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19010,329,3VWCD21C0YM478656,M478656,2000,Volkswagen,New Beetle,6984,0,0,YELLOW,,M,GLS,Gas I4,90173,,,P,2dr Cpe GLS Turbo Manual,"http://images.webmakerx.net/InventoryPhotos/3VWC/D21C/0YM/3VWCD21C0YM478656/3VWCD21C0YM478656_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
1090,399,1FTSX21P65EA11820,002208,2005,Ford,Super Duty F-250,28899,0,0,White,,Automatic,XLT,Gas V8,54105,,,,Supercab 142" XLT 4WD,"http://images.webmakerx.net/InventoryPhotos/1FTS/X21P/65E/1FTSX21P65EA11820/1FTSX21P65EA11820_1.jpg",Abs (4-wheel); Air Conditioning; Alloy Wheels; Am/Fm Stereo; Bed Liner; Cruise Control; Dual Front Air Bags; Pickup Shell/Cap; Power Door Locks; Power Seat; Power Steering; Power Windows; Running Boards; Single Compact Disc; Sliding Rear Window; Tilt Wheel; Towing Pkg; Two-tone Paint; Xlt; Off-road Pkg; 4wd,U
16730,327,1G1ZT51F56F274422,PF274422,2006,Chevrolet,Malibu,12450,0,0,BLUE,,,LT w/0LT,Gas 4-Cyl,36427,,,,4dr Sdn LT w/0LT,"http://images.webmakerx.net/InventoryPhotos/1G1Z/T51F/56F/1G1ZT51F56F274422/1G1ZT51F56F274422_1.jpg",,U
19004,327,1GNGK26N7NJ337930,J337930,1992,Chevrolet,Suburban,6450,0,0,BLACK,,,Basic,,102282,,,,2500 4WD,"http://images.webmakerx.net/InventoryPhotos/1GNG/K26N/7NJ/1GNGK26N7NJ337930/1GNGK26N7NJ337930_1.jpg",,U
5812,327,1G8AJ55F96Z202314,PZ202314,2006,Saturn,Ion,11250,0,0,BLUE,,,Basic,Gas 4-cyl,38840,,,,ION 2 4dr Sdn Auto,"http://images.webmakerx.net/InventoryPhotos/1G8A/J55F/96Z/1G8AJ55F96Z202314/1G8AJ55F96Z202314_1.jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Tilt Wheel,U
6920,329,2HKYF18606H512885,H512885,2006,Honda,Pilot,27480,0,0,RED,,A,EXL with RES,Gas V6,55962,,,T,4WD EXL AT with RES,"http://images.webmakerx.net/InventoryPhotos/2HKY/F186/06H/2HKYF18606H512885/2HKYF18606H512885_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
5812,327,2A8GP64L26R862144,R862144,2006,Chrysler,Town & Country LWB,22850,0,0,BLUE,,Automatic,Limited,Gas V6,28040,,,,4dr Limited,"http://images.webmakerx.net/InventoryPhotos/2A8G/P64L/26R/2A8GP64L26R862144/2A8GP64L26R862144_1.jpg",Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Rear Air Conditioning; Tilt Wheel; Traction Control,U
19004,327,1G1JC12F837185180,7185180,2003,Chevrolet,Cavalier,8850,0,0,YELLOW,,Manual,Basic,Gas L4,64173,,,,2dr Cpe,"http://images.webmakerx.net/InventoryPhotos/1G1J/C12F/837/1G1JC12F837185180/1G1JC12F837185180_1.jpg",,U
19004,327,1GNEC13ZX3J281355,J281355,2003,Chevrolet,Tahoe,9197,0,0,,,,LS,Gas V8,144557,,,,4dr 1500 LS,"http://images.webmakerx.net/InventoryPhotos/1GNE/C13Z/X3J/1GNEC13ZX3J281355/1GNEC13ZX3J281355_1(2).jpg",,U
19004,327,JS3TX92V624128472,4128472,2002,Suzuki,XL-7,6897,0,0,GREEN,,,Standard,Gas V6,70916,,,,4dr Standard Manual 4WD,"http://images.webmakerx.net/InventoryPhotos/JS3T/X92V/624/JS3TX92V624128472/JS3TX92V624128472_1(2).jpg",,U
19004,327,2G1WH52K649438735,P9438735,2004,Chevrolet,Impala,8897,0,0,SILVER,,Automatic,LS,Gas V6,73322,,,,4dr Sdn LS,"http://images.webmakerx.net/InventoryPhotos/2G1W/H52K/649/2G1WH52K649438735/2G1WH52K649438735_1(2).jpg",Air Conditioning; Climate Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19003,327,1GCDT136858110298,8110298,2005,Chevrolet,Colorado,15497,0,0,,,,1SB LS Z85,Gas I4,67903,,,,Crew Cab 126.0" WB 4WD 1SB LS Z85,"http://images.webmakerx.net/InventoryPhotos/1GCD/T136/858/1GCDT136858110298/1GCDT136858110298_1(2).jpg",,U
19004,327,3GNFK16T9YG215208,G215208,2000,Chevrolet,Suburban,9397,0,0,,,,LT,Gas V8,137558,,,,1500 4WD LT,"http://images.webmakerx.net/InventoryPhotos/3GNF/K16T/9YG/3GNFK16T9YG215208/3GNFK16T9YG215208_1(2).jpg",,U
5291,1058,1FMEU74E46UA23481,MU2338,2006,Ford,Explorer,0,0,0,MAROON,TAN,Automatic,Eddie Bauer,Gas V6,10578,6,,,4dr 114" WB 4.0L Eddie Bauer 4WD,"http://images.webmakerx.net/InventoryPhotos/1FME/U74E/46U/1FMEU74E46UA23481/1FMEU74E46UA23481_1.jpg",Am/Fm Stereo; Auto Climate Control; Cd Changer; Cruise Control; Dual Power Seats; Fog Lamps; Four Wheel Drive; Full Size Spare Tire; Heated Seats; Keyless Entry; Leather Upholstery; Moonroof; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Privacy Glass; Running Boards; Traction Control; Trailer Hitch Receiver; Driver Air Bag; Memory Seat(s); Compact Disc; Leather Wrapped Steering Wheel; Passenger Air Bag On/Off Switch; 4-wheel Abs; 4-wheel Disc Brakes; Adjustable Steering Wheel; Auto-off Headlights; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Illuminated Vanity Mirror; Gasoline Fuel; Vehicle Anti-theft System; 4-wheel Independent Suspension; Passenger Illuminated Visor Mirror; Tire Pressure Monitoring System; 5-speed A/T; Electronic Stability Control; V6 Cylinder Engine; Variable Speed Intermittent Wipers; Intermittent Rear Wiper/Washer; Overhead Storage Console; One-piece Liftgate W/Pop-up Flip Glass; 4-line Message Center-inc: Outside Temp & Compass; SILVER ROOF SIDE RAILS W/BLACK END CAPS,U
5291,1058,1FTRX12W55FA02275,MT7447A,2005,Ford,F-150,0,0,0,BURG,GRAY,Automatic,XLT,Gas V8,35378,8,,,Supercab 133" XLT,"http://images.webmakerx.net/InventoryPhotos/1FTR/X12W/55F/1FTRX12W55FA02275/1FTRX12W55FA02275_1.jpg",Am/Fm Stereo; Bed Liner; Cloth Upholstery; Cruise Control; Full Size Spare Tire; Over Head Console; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Rear Wheel Drive; Driver Air Bag; Intermittent Wipers; Compact Disc; A/C; 4-wheel Abs; 4-wheel Disc Brakes; Adjustable Steering Wheel; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Vanity Mirror; Dual Note Horn; Fourth Passenger Door; Passenger Vanity Mirror; Third Passenger Door; Vehicle Anti-theft System; Display Center-inc: Warning Messages & Text Functions; Auto Lock Safety Belt Feature For Child Seats; 27 Gallon Fuel Tank; Outside Temp Gauge & Compass; Cargo Lamp Integrated W/High Mount Stop Light; Tailgate Removable W/Key Lock & Lift Assist; Center Front 2-point Safety Belt,U
19010,329,1B3EL46X93N513801,PN513801,2003,Dodge,Stratus,9920,0,0,WHITE,,A,SXT,Gas 4-Cyl,53898,,,P,4dr Sdn SXT,"http://images.webmakerx.net/InventoryPhotos/1B3E/L46X/93N/1B3EL46X93N513801/1B3EL46X93N513801_1.jpg",,U
19009,329,4A3AK34T66E002431,PE002431,2006,Mitsubishi,Eclipse,21840,0,0,RED,,,GT,Gas V6,19967,,,P,3dr Cpe GT 3.8L Manual,"http://images.webmakerx.net/InventoryPhotos/4A3A/K34T/66E/4A3AK34T66E002431/4A3AK34T66E002431_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
6920,329,5FNRL38445B423129,B423129,2005,Honda,Odyssey,20530,0,0,GRAY,,A,EX,Gas V6,45921,,,T,EX AT,"http://images.webmakerx.net/InventoryPhotos/5FNR/L384/45B/5FNRL38445B423129/5FNRL38445B423129_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Privacy Glass; Rear Air Conditioning; Tilt Wheel; Traction Control,U
6920,329,JHLRD78826C040752,PC040752,2006,Honda,CR-V,22930,0,0,WHITE,,A,EX,Gas I4,16570,,,T,4WD EX AT,"http://images.webmakerx.net/InventoryPhotos/JHLR/D788/26C/JHLRD78826C040752/JHLRD78826C040752_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
6920,329,SHSRD78884U211042,U211042,2004,Honda,CR-V,18230,0,0,BLACK,,A,EX,Gas I4,47600,,,T,4WD EX Auto,"http://images.webmakerx.net/InventoryPhotos/SHSR/D788/84U/SHSRD78884U211042/SHSRD78884U211042_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
1090,399,2C4GP54L25R156887,002188P,2005,Chrysler,Town & Country,15899,0,0,Silver,,Automatic,Touring,Gas V6,26160,,,,4dr LWB Touring FWD,"http://images.webmakerx.net/InventoryPhotos/2C4G/P54L/25R/2C4GP54L25R156887/2C4GP54L25R156887_1.jpg",7 Passenger; Abs (4-wheel); Air Conditioning; Alloy Wheels; Am/Fm Stereo; Cassette; Cruise Control; Dual Front Air Bags; Moon Roof; Power Door Locks; Power Seat; Power Sliding Doors; Power Steering; Power Windows; Privacy Glass; Quad Seating; Rear Air; Roof Rack; Single Compact Disc; Tilt Wheel; Traction Control; Fwd,U
