LotId,ExternalDealerId,Vin,StockNumber,Year,Make,Model,InternetPrice,ListPrice,InvoicePrice,ExteriorColor,InteriorColor,Transmission,Trim,Engine,Odometer,Cylinder,EngineFuelType,ModelNumber,BodyStyle,PhotoURL,Options,NewUsed
19009,329,19UUA662X4A070570,A070570,2004,Acura,TL,19940,0,0,SILVER,,A,Basic,Gas V6,75416,,,P,4dr Sdn 3.2L Auto,"http://images.webmakerx.net/InventoryPhotos/19UU/A662/X4A/19UUA662X4A070570/19UUA662X4A070570_1.jpg",Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19009,329,4F2CZ96104KM11187,KM11187,2004,Mazda,Tribute,15540,0,0,GREY,,A,ES,Gas V6,28240,,,T,3.0L Auto ES 4WD,"http://images.webmakerx.net/InventoryPhotos/4F2C/Z961/04K/4F2CZ96104KM11187/4F2CZ96104KM11187_1.jpg",,U
19009,329,1FAFP25155G127317,G127317,2005,Ford,Five Hundred,14940,0,0,BLACK,,A,Limited,Gas V6,42783,,,P,4dr Sdn Limited,"http://images.webmakerx.net/InventoryPhotos/1FAF/P251/55G/1FAFP25155G127317/1FAFP25155G127317_1.jpg",,U
19010,329,1FAFP36393W119438,W119438,2003,Ford,Focus,8540,0,0,SILVER,,A,SE,Gas I4,57360,,,P,4dr Wgn SE,"http://images.webmakerx.net/InventoryPhotos/1FAF/P363/93W/1FAFP36393W119438/1FAFP36393W119438_1.jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering,U
19009,329,5UXFA535X3LP26896,LP26896,2003,BMW,X5-Series,20896,0,0,GREEN,,A,3.0i,Gas I6,67938,,,T,X5 4dr AWD 3.0i,"http://images.webmakerx.net/InventoryPhotos/5UXF/A535/X3L/5UXFA535X3LP26896/5UXFA535X3LP26896_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
6920,329,2HKYF18494H612088,PH612088,2004,Honda,Pilot,21480,0,0,BEIGE,,A,EX,Gas V6,35653,,,T,4WD EX Auto,"http://images.webmakerx.net/InventoryPhotos/2HKY/F184/94H/2HKYF18494H612088/2HKYF18494H612088_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
6920,329,JHLRD78955C005517,C005517,2005,Honda,CR-V,21230,0,0,BLACK,,A,EX SE,Gas I4,45692,,,T,4WD EX AT SE,,Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
5291,1058,1FMEU74E07UA89124,MP2287,2007,Ford,Explorer,0,0,0,RED,TAN,Automatic,Eddie Bauer,Gas V6,16070,6,,,4WD 4dr V6 Eddie Bauer,"http://images.webmakerx.net/InventoryPhotos/1FME/U74E/07U/1FMEU74E07UA89124/1FMEU74E07UA89124_1.jpg",Am/Fm Stereo; Auto Climate Control; Cd Changer; Cruise Control; Dual Power Seats; Fog Lamps; Four Wheel Drive; Full Size Spare Tire; Heated Seats; Keyless Entry; Leather Upholstery; Overhead Console; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Privacy Glass; Traction Control; Driver Air Bag; Memory Seat(s); Compact Disc; Leather Wrapped Steering Wheel; Passenger Air Bag On/Off Switch; 4-wheel Abs; 4-wheel Disc Brakes; Adjustable Steering Wheel; Auto-off Headlights; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Illuminated Vanity Mirror; Gasoline Fuel; Pass-through Rear Seat; Side Air Bag; Vehicle Anti-theft System; 4-wheel Independent Suspension; Passenger Illuminated Visor Mirror; Side Head Air Bag; Tire Pressure Monitoring System; 5-speed A/T; Dual Zone Air Conditioning; V6 Cylinder Engine; Variable Speed Intermittent Wipers; Intermittent Rear Wiper/Washer; One-piece Liftgate W/Pop-up Flip Glass; SILVER ROOF SIDE RAILS W/BLACK END CAPS; 4-Line Message Center-Inc: Outside Temp; Cargo Area Center Dome Lamp,U
5291,1058,1FTYR15E34PB56310,MU2298,2004,Ford,Ranger,0,0,0,BLACK,BLACK,5-Speed,XLT,Gas V6,47387,6,,,2dr Supercab 4.0L XLT 4WD,"http://images.webmakerx.net/InventoryPhotos/1FTY/R15E/34P/1FTYR15E34PB56310/1FTYR15E34PB56310_1.jpg",Am/Fm Stereo; Bed Liner; Four Wheel Drive; Passenger Air Bag; Power Steering; Driver Air Bag; Intermittent Wipers; Compact Disc; Passenger Air Bag On/Off Switch; A/C; 4-wheel Abs; Auxiliary Pwr Outlet; Front Disc/Rear Drum Brakes; Gasoline Fuel; Vehicle Anti-theft System; Solar Tinted Glass; Dome Light; 4-pin Trailer Tow Wiring Harness; Floor Consolette W/Dual Cupholders; Quick-release Tailgate; Black Steering Wheel; V6 Cylinder Engine; Warning Chimes-inc: Headlights-on Key-in-ignition Safety Belt; 19~5 Gallon Fuel Tank; Front Shoulder Safety Belts,U
19003,327,1FAFP40494F115060,F115060,2004,Ford,Mustang,10497,0,0,RED,,,Standard,Gas V6,44417,,,,2dr Cpe Standard,"http://images.webmakerx.net/InventoryPhotos/1FAF/P404/94F/1FAFP40494F115060/1FAFP40494F115060_1(2).jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
5291,1058,1MEFM40195G600513,MC8054A,2005,Mercury,Montego,0,0,0,GREEN,,,Luxury,Gas V6,4237,,,,4dr Sdn 2WD Luxury,,,U
5291,1058,2CNDL63F956018681,MT7432A,2005,Chevrolet,Equinox,0,0,0,RED,GRAY,Automatic,LT,Gas V6,26478,6,,,4dr 2WD LT,"http://images.webmakerx.net/InventoryPhotos/2CND/L63F/956/2CNDL63F956018681/2CNDL63F956018681_1.jpg",Alarm; Am/Fm Stereo; Bucket Seats; Cruise Control; Daytime Running Lights; Fog Lamps; Front Wheel Drive; Keyless Entry; Leather Upholstery; Luggage Rack; Moonroof; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Seat; Power Steering; Power Windows; Privacy Glass; Rear Defrost; Rear Spoiler; Traction Control; Driver Air Bag; Compact Disc; Child Safety Locks; A/C; 4-wheel Abs; Adjustable Steering Wheel; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Vanity Mirror; Front Disc/Rear Drum Brakes; Gasoline Fuel; Pass-through Rear Seat; Passenger Vanity Mirror; Vehicle Anti-theft System; 5-speed A/T; V6 Cylinder Engine; Antenna Fixed-mast; Armrest Concealed Storage And Coin Holder; Body Liftgate With Fixed Glass; Console Center With Armrest And Concealed Storage; Console Floor With Storage Bin; Safety Belts 3-point Rear All Seating Positions; 16~7 Gallon Fuel Tank; GVWR 5070 Lbs~ (2300 Kg),U
5291,1058,2FMDK38C27BA71118,MP2309,2007,Ford,Edge,0,0,0,TAN,TAN,Automatic,SEL,Gas V6,13715,6,,,FWD 4dr SEL,"http://images.webmakerx.net/InventoryPhotos/2FMD/K38C/27B/2FMDK38C27BA71118/2FMDK38C27BA71118_1.jpg",Air Conditioning; Am/Fm Stereo; Cd Changer; Cruise Control; Fog Lamps; Front Wheel Drive; Keyless Entry; Leather Upholstery; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Rear Defrost; Rear Spoiler; Traction Control; Driver Air Bag; Compact Disc; Compact Spare Tire; Leather Wrapped Steering Wheel; Child Safety Locks; Passenger Air Bag On/Off Switch; 4-wheel Abs; 4-wheel Disc Brakes; Adjustable Steering Wheel; Auto-off Headlights; Auto-on Headlights; Auxiliary Pwr Outlet; Driver Illuminated Vanity Mirror; Gasoline Fuel; Side Air Bag; Vehicle Anti-theft System; Passenger Illuminated Visor Mirror; Rear Head Air Bag; Side Head Air Bag; Tire Pressure Monitoring System; Adjustable Head Restraints; V6 Cylinder Engine; 6-speed A/T; Variable Speed Intermittent Wipers; Overhead Console W/Sunglass Holder; Audio/MP3 Input Jack; Dual Speed Rear Wiper; Message Center W/Compass; Quad Beam Halogen Head Lamps,U
19003,327,1ZVFT80N965153643,5153643,2006,Ford,Mustang,14897,0,0,GRAY,,,Standard,Gas V6,19482,,,,2dr Cpe Standard,"http://images.webmakerx.net/InventoryPhotos/1ZVF/T80N/965/1ZVFT80N965153643/1ZVFT80N965153643_1(2).jpg",,U
19004,327,1G2NW52E74C126942,PC126942,2004,Pontiac,Grand Am,9497,0,0,ORANGE,,Automatic,GT,Gas V6,38192,,,,4dr Sdn GT,"http://images.webmakerx.net/InventoryPhotos/1G2N/W52E/74C/1G2NW52E74C126942/1G2NW52E74C126942_1(2).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19004,327,1G2NW12E93C172800,PC172800,2003,Pontiac,Grand Am,9497,0,0,BLACK,,Automatic,GT,Gas V6,40100,,,,2dr Cpe GT,"http://images.webmakerx.net/InventoryPhotos/1G2N/W12E/93C/1G2NW12E93C172800/1G2NW12E93C172800_1(2).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
1090,399,1GHDX13E63D293517,001824,2003,Oldsmobile,Silhouette,9899,0,0,White,,Automatic,Basic,Gas V6,94638,,,,4dr Premiere Edition,"http://images.webmakerx.net/InventoryPhotos/1GHD/X13E/63D/1GHDX13E63D293517/1GHDX13E63D293517_1.jpg",Abs (4-wheel); Air Conditioning; Am/Fm Stereo; Cassette; Cruise Control; Dual Front Air Bags; Dual Power Seats; Dvd System; Front Side Air Bags; Leather; Onstar; Power Door Locks; Power Sliding Doors; Power Steering; Power Windows; Quad Seating; Rear Air; Single Compact Disc; Tilt Wheel; Traction Control; Fwd; Parking Sensors,U
5291,1058,1FMZU77K45UB27745,MU2312,2005,Ford,Explorer Sport Trac,0,0,0,GRAY,TAN,Automatic,XLT,Gas V6,32543,6,,,4dr 126" WB 4WD XLT,"http://images.webmakerx.net/InventoryPhotos/1FMZ/U77K/45U/1FMZU77K45UB27745/1FMZU77K45UB27745_1.jpg",Am/Fm Stereo; Cd Changer; Cruise Control; Dual Power Seats; Four Wheel Drive; Heated Seats; Leather Upholstery; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Privacy Glass; Driver Air Bag; Compact Disc; Child Safety Locks; A/C; 4-wheel Abs; 4-wheel Disc Brakes; Auxiliary Pwr Outlet; Driver Vanity Mirror; Locking Tailgate; Pass-through Rear Seat; Passenger Vanity Mirror; Vehicle Anti-theft System; 5-speed A/T; V6 Cylinder Engine; Class Ii Trailer Tow 4-pin Wire Harness; Variable Speed Intermittent Wipers; Black Roof Rails; 22~5 Gallon Fuel Tank; Height Adjustable Safety Belts,U
5814,329,JHMAP11453T002061,T002061,2003,Honda,S2000,20480,0,0,BLACK,,M,Basic,Gas I4,39079,,,P,2dr Conv,"http://images.webmakerx.net/InventoryPhotos/JHMA/P114/53T/JHMAP11453T002061/JHMAP11453T002061_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows,U
16730,327,1G1AL15F077110166,7110166,2007,Chevrolet,Cobalt,12850,0,0,RED,,,LT,Gas 4-Cyl,27311,,,,2dr Cpe LT,"http://images.webmakerx.net/InventoryPhotos/1G1A/L15F/077/1G1AL15F077110166/1G1AL15F077110166_1.jpg",,U
6920,329,2HGFG11897H531401,H531401,2007,Honda,Civic Cpe,20480,0,0,GREY,,M,EX,Gas I4,12298,,,P,2dr MT EX,,,U
6920,329,1HGFA16517L057818,L057818,2007,Honda,Civic Sdn,18240,0,0,GRAY,,A,LX,Gas I4,17554,,,P,4dr AT LX,"http://images.webmakerx.net/InventoryPhotos/1HGF/A165/17L/1HGFA16517L057818/1HGFA16517L057818_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19010,329,3FASP11J5TR138824,R138824,1996,Ford,Escort,4480,0,0,GREEN,,A,LX,,106358,,,P,3dr LX,,Driver Side Air Bag; Passenger Side Air Bag,U
19010,329,2G1FP22K9Y2142625,2142625,2000,Chevrolet,Camaro,7480,0,0,GREEN,,,Basic,Gas V6,75412,,,P,2dr Cpe,,Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Steering; Tilt Wheel,U
19010,329,1GKEK13R5YR135986,R135986,2000,GMC,Denali,9480,0,0,BLACK,,A,Basic,Gas V8,118539,,,T,4dr 4WD,,Air Conditioning; Cruise Control; Driver Side Air Bag; Luggage Rack; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Privacy Glass; Tilt Wheel,U
5814,329,5TDZA23C96S505613,PS505613,2006,Toyota,Sienna,20480,0,0,WHITE,,A,CE,Gas V6,34131,,,T,5dr CE FWD 7-Passenger ,,,U
5814,329,JTHBD182210001577,0001577,2001,Lexus,IS 300,10480,0,0,BLUE,,A,Basic,Gas I6,120203,,,P,4dr Sdn,,Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
6920,329,1HGCM56604A010779,PA010779,2004,Honda,Accord Sdn,16480,0,0,SILVER,,A,EX,Gas I4,50181,,,P,EX Auto,,Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
6920,329,1HGCM56745A024923,PA024923,2005,Honda,Accord Sdn,16480,0,0,GRAY,,A,EX,Gas I4,36625,,,P,EX AT,,Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
6920,329,1HGCM82673A031246,PA031246,2003,Honda,Accord Cpe,0,0,0,BLUE,,A,EX,Gas V6,47577,,,P,EX Auto V6 w/Leather,,Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
6920,329,1HGES16664L002598,PL002598,2004,Honda,Civic,11480,0,0,GRAY,,A,LX,Gas I4,52522,,,P,4dr Sdn LX Auto w/Side Airbags,,Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19010,329,19UUA5647XA008432,A008432,1999,Acura,TL,7480,0,0,BLUE,,A,Basic,Gas V6,143482,,,P,4dr Sdn 3.2L,,Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control; Compact Disk,U
6920,329,2HGES16505H581674,PH581674,2005,Honda,Civic Sdn,15840,0,0,GOLD,,A,LX,Gas I4,39317,,,P,LX AT,,Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
5814,329,2CNDL63F256091603,6091603,2005,Chevrolet,Equinox,15480,0,0,BLACK,,A,LT,Gas V6,40098,,,T,4dr 2WD LT,,Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
16730,327,3GNDA23D76S647593,5647593,2006,Chevrolet,HHR,13450,0,0,SUMMIT WHITE,,,LT,Gas I4,12555,,,,4dr 2WD LT,,,U
5812,327,1GCCS149278122215,P8122215,2007,Chevrolet,Colorado,10850,0,0,RED,,,LS,Gas 4-Cyl,5063,,,,2WD Reg Cab 111.2" LS,,,U
19003,327,JH4DC53076S010070,PS010070,2006,Acura,RSX,18397,0,0,WHITE,,Manual,Type-S Leather,Gas I4,13618,,,,2dr Cpe Type-S 6-spd MT Leather,"http://images.webmakerx.net/InventoryPhotos/JH4D/C530/76S/JH4DC53076S010070/JH4DC53076S010070_1(2).jpg",Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19004,327,1GCHG35UX31201219,P1201219,2003,Chevrolet,Express Cargo Van,9497,0,0,WHITE,,,Basic,Gas V8,85480,,,,3500 135" WB RWD,"http://images.webmakerx.net/InventoryPhotos/1GCH/G35U/X31/1GCHG35UX31201219/1GCHG35UX31201219_1(2).jpg",,U
19003,327,1G1ZT58N97F140141,PF140141,2007,Chevrolet,Malibu,11997,0,0,WHITE,,Automatic,LT w/2LT,Gas V6,28927,,,,4dr Sdn LT w/2LT,"http://images.webmakerx.net/InventoryPhotos/1G1Z/T58N/97F/1G1ZT58N97F140141/1G1ZT58N97F140141_1(2).jpg",Air Conditioning; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Seats; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
5291,1058,1FAFP34N16W247620,MU2315,2006,Ford,Focus,0,0,0,BLUE,GRAY,Automatic,SE,Gas I4,25040,4,,,4dr Sdn ZX4 SE,"http://images.webmakerx.net/InventoryPhotos/1FAF/P34N/16W/1FAFP34N16W247620/1FAFP34N16W247620_1.jpg",Am/Fm Stereo; Bucket Seats; Cloth Seats; Front Wheel Drive; Passenger Air Bag; Power Door Locks; Power Mirrors; Power Steering; Power Windows; Rear Defrost; Driver Air Bag; Compact Disc; Compact Spare Tire; Child Safety Locks; A/C; Auxiliary Pwr Outlet; Front Disc/Rear Drum Brakes; Pass-through Rear Seat; Tires - Front All-season; Vehicle Anti-theft System; Solar Tinted Glass; 14 Gallon Fuel Tank; Child Safety Seat Anchors/Tethers (rear Outboard Seats); Front/Rear Grab Handles; Front Center Armrest W/Storage; Driver Seat Manual Height Adjuster; Variable Speed Intermittent Wipers; Rear Manual 3-point Seat Belts In All Seating Positions,U
5291,1058,1MEFM55S95A619394,MU2322,2005,Mercury,Sable,0,0,0,BLACK,GRAY,Automatic,LS,Gas V6,39628,6,,,4dr Sdn LS,"http://images.webmakerx.net/InventoryPhotos/1MEF/M55S/95A/1MEFM55S95A619394/1MEFM55S95A619394_1.jpg",Air Conditioning; Alarm; Am/Fm Stereo; Cassette; Cruise Control; Fog Lamps; Front Wheel Drive; Heated Mirrors; Keyless Entry; Leather Upholstery; Passenger Air Bag; Power Door Locks; Power Driver Seat; Power Mirrors; Power Seat; Power Steering; Power Windows; Rear Defrost; Remote Trunk Release; Driver Air Bag; Compact Spare Tire; Child Safety Locks; Passenger Air Bag On/Off Switch; 4-speed A/T; 4-wheel Abs; Adjustable Steering Wheel; Auxiliary Pwr Outlet; Driver Illuminated Vanity Mirror; Emergency Trunk Release; Fixed Mast Antenna; Front Disc/Rear Drum Brakes; Gasoline Fuel; Pass-through Rear Seat; Vehicle Anti-theft System; Passenger Illuminated Visor Mirror; Driver Lumbar; Child Safety Seat Restraints; Complex Clear-lens Reflector Headlamps; Full-perimeter Dual Door Seals; Complete Solar-tinted Glass; V6 Cylinder Engine; Variable Speed Intermittent Wipers; 18~0 Gallon Fuel Tank W/Tethered Quick-release Cap,U
19010,329,KNADC123926133519,6133519,2002,Kia,Rio,4930,0,0,GREEN,,A,Basic,Gas I4,58088,,,P,4dr Sdn Manual,"http://images.webmakerx.net/InventoryPhotos/KNAD/C123/926/KNADC123926133519/KNADC123926133519_1.jpg",,U
19010,329,2G1WH55K929350674,9350674,2002,Chevrolet,Impala,8730,0,0,BLACK,,A,LS,Gas V6,56103,,,P,4dr Sdn LS,"http://images.webmakerx.net/InventoryPhotos/2G1W/H55K/929/2G1WH55K929350674/2G1WH55K929350674_1.jpg",Air Conditioning; Climate Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19010,329,JN1CA31D91T607210,T607210,2001,Nissan,Maxima,9930,0,0,GOLD,,A,GXE,Gas V6,53134,,,P,4dr Sdn GXE Manual,"http://images.webmakerx.net/InventoryPhotos/JN1C/A31D/91T/JN1CA31D91T607210/JN1CA31D91T607210_1.jpg",,U
6920,329,1HGCM56725A155042,PA155042,2005,Honda,Accord Sdn,18230,0,0,BLUE,,A,EX,Gas I4,38892,,,P,EX AT,"http://images.webmakerx.net/InventoryPhotos/1HGC/M567/25A/1HGCM56725A155042/1HGCM56725A155042_1.jpg",Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19010,329,1GMDX03E22D222311,D222311,2002,Pontiac,Montana,7930,0,0,WHITE,,A,Plus Y3G Mobility Pkg,Gas V6,83066,,,T,4dr Ext WB Plus Y3G Mobility Pkg,"http://images.webmakerx.net/InventoryPhotos/1GMD/X03E/22D/1GMDX03E22D222311/1GMDX03E22D222311_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
6920,329,5FNRL18704B040639,B040639,2004,Honda,Odyssey,19480,0,0,GREEN,,A,EX-L NAVI,Gas V6,52661,,,T,5dr EX-L NAVI w/Navigation/Leather,"http://images.webmakerx.net/InventoryPhotos/5FNR/L187/04B/5FNRL18704B040639/5FNRL18704B040639_1.jpg",,U
1090,399,2A4GP44R07R174395,002222P,2007,Chrysler,Town & Country LWB,16895,0,0,Silver,,Automatic,LX,Gas V6,21731,,,,4dr Wgn LX *Ltd Avail*,"http://images.webmakerx.net/InventoryPhotos/2A4G/P44R/07R/2A4GP44R07R174395/2A4GP44R07R174395_1.jpg",7 Passenger; Abs (4-wheel); Air Conditioning; Am/Fm Stereo; Cruise Control; Dual Front Air Bags; Power Door Locks; Power Seat; Power Steering; Power Windows; Privacy Glass; Quad Seating; Single Compact Disc; Tilt Wheel; Fwd,U
1090,399,1G1NE52M5W6193362,002205,1998,Chevrolet,Malibu,4650,0,0,Sandrift Metallic,,Automatic,LS,Gas V6,107336,,,,4dr Sdn LS,"http://images.webmakerx.net/InventoryPhotos/1G1N/E52M/5W6/1G1NE52M5W6193362/1G1NE52M5W6193362_1.jpg",Abs (4-wheel); Air Conditioning; Alloy Wheels; Am/Fm Stereo; Cassette; Cruise Control; Dual Front Air Bags; Power Door Locks; Power Seat; Power Steering; Power Windows; Single Compact Disc; Tilt Wheel; Fwd,U
6920,329,5FNRL18024B077517,B077517,2004,Honda,Odyssey,17530,0,0,LT BLUE,,A,EX-L RES,Gas V6,66787,,,T,5dr EX-L RES w/DVD/Leather,"http://images.webmakerx.net/InventoryPhotos/5FNR/L180/24B/5FNRL18024B077517/5FNRL18024B077517_1.jpg",,U
19003,327,2CNDL73F356067820,P6067820,2005,Chevrolet,Equinox,13997,0,0,GRAY,,,LT,Gas V6,49878,,,,4dr AWD LT,"http://images.webmakerx.net/InventoryPhotos/2CND/L73F/356/2CNDL73F356067820/2CNDL73F356067820_1(2).jpg",,U
6920,329,2HGFG12876H503917,H503917,2006,Honda,Civic Cpe,15937,0,0,GRAY,,A,EX,Gas I4,28210,,,P,EX AT,"http://images.webmakerx.net/InventoryPhotos/2HGF/G128/76H/2HGFG12876H503917/2HGFG12876H503917_1(1).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
6920,329,1HGCM66593A019430,PA019430,2003,Honda,Accord Sdn,15984,0,0,GOLD,,A,EX,Gas V6,56291,,,P,EX Auto V6 w/Leather,"http://images.webmakerx.net/InventoryPhotos/1HGC/M665/93A/1HGCM66593A019430/1HGCM66593A019430_1(1).jpg",Air Conditioning; Climate Control; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel; Traction Control,U
19004,327,1G3HN52K3X4827736,4827736,1999,Oldsmobile,88,4850,0,0,DARK BLUE,,,Basic,Gas V6,175302,,,,4dr Sdn,"http://images.webmakerx.net/InventoryPhotos/1G3H/N52K/3X4/1G3HN52K3X4827736/1G3HN52K3X4827736_1.jpg",,U
16730,327,1G1YY36U465109363,5109363,2006,Chevrolet,Corvette,45450,0,0,,,,Basic,Gas V8,14376,,,,2dr Conv,"http://images.webmakerx.net/InventoryPhotos/1G1Y/Y36U/465/1G1YY36U465109363/1G1YY36U465109363_1.jpg",,U
5812,327,1D4GP24R85B142562,B142562,2005,Dodge,Caravan,11450,0,0,SILVER,,,SE,Gas/Ethanol V6,51013,,,,4dr Grand SE,"http://images.webmakerx.net/InventoryPhotos/1D4G/P24R/85B/1D4GP24R85B142562/1D4GP24R85B142562_1.jpg",,U
19003,327,3D7MA48C13G735404,G735404,2003,Dodge,Ram 3500,17997,0,0,,,,ST,Gas V8,93236,,,,4dr Quad Cab 160.5" WB DRW ST,"http://images.webmakerx.net/InventoryPhotos/3D7M/A48C/13G/3D7MA48C13G735404/3D7MA48C13G735404_1.jpg",,U
6920,329,5FNRL38827B010115,B010115,2007,Honda,Odyssey,34720,0,0,SILVER,,A,Touring,Gas V6,14894,,,T,4dr Wgn Touring w/RES,"http://images.webmakerx.net/InventoryPhotos/5FNR/L388/27B/5FNRL38827B010115/5FNRL38827B010115_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Tilt Wheel; Compact Disk,U
5812,327,1GTEK14T74E193041,E193041,2004,GMC,Sierra 1500,17850,0,0,BLACK,,,Work Truck,Gas V8,20220,,,,Reg Cab 119.0" WB 4WD Work Truck,"http://images.webmakerx.net/InventoryPhotos/1GTE/K14T/74E/1GTEK14T74E193041/1GTEK14T74E193041_1.jpg",,U
5812,327,1GKEV23747J150391,J150391,2007,GMC,Acadia,34450,0,0,GRAY,,,SLT,Gas V6,12421,,,,AWD 4dr SLT,"http://images.webmakerx.net/InventoryPhotos/1GKE/V237/47J/1GKEV23747J150391/1GKEV23747J150391_1.jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Tilt Wheel; Compact Disk,U
19009,329,4A3AK34T16E006354,E006354,2006,Mitsubishi,Eclipse,15786,0,0,RED,,M,GT,Gas V6,51514,,,P,3dr Cpe GT 3.8L Manual,"http://images.webmakerx.net/InventoryPhotos/4A3A/K34T/16E/4A3AK34T16E006354/4A3AK34T16E006354_1(1).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19009,329,1J4GL38K86W204185,PW204185,2006,Jeep,Liberty,13936,0,0,GREEN,,A,Renegade,Gas V6,38380,,,T,4dr Renegade 4WD,"http://images.webmakerx.net/InventoryPhotos/1J4G/L38K/86W/1J4GL38K86W204185/1J4GL38K86W204185_1(1).jpg",Air Conditioning; Cruise Control; Driver Side Air Bag; Luggage Rack; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
19009,329,1GNET16S546112721,P6112721,2004,Chevrolet,TrailBlazer,12475,0,0,BLUE,,A,EXT LS,Gas I6,60979,,,T,4dr 4WD EXT LS,"http://images.webmakerx.net/InventoryPhotos/1GNE/T16S/546/1GNET16S546112721/1GNET16S546112721_1(2).jpg",Air Conditioning; Driver Side Air Bag; Luggage Rack; Passenger Side Air Bag; Power Locks; Power Steering; Power Windows; Tilt Wheel,U
